Index,In,Out
0,125.48154412566564,26.86581981146792
1,201.34929721357133,33.336841694241265
2,141.42381611117452,16.222327030232066
3,118.16661001054158,16.853747438647755
4,52.231275122481065,16.736856194165114
5,62.55651400949702,23.687466795215446
6,57.49808020619424,16.838080986609903
7,94.19569185690065,23.12224573691691
8,85.29151117929787,30.94963871927706
9,86.05627621820943,39.813580594457726
10,71.95845869103935,20.99739572678984
11,81.52396217278195,21.22229183668957
12,83.10503450473064,17.734251441718566
13,112.62472886924343,23.605343858213356
14,92.10854252711918,20.185975213987938
15,122.14012243148295,23.871558572142757
16,104.05706674959663,16.3634139047088
17,65.73258242548799,19.342625929457796
18,72.2095133242988,15.377578947186626
19,94.22416377666686,19.51368971436207
20,75.37705064523436,17.33139632776233
21,52.519710948816495,22.446258209205567
22,58.85858372858052,25.679408621447713
23,60.03590500122581,23.105709465396334
24,41.94708969442847,30.16977146658732
25,37.500397893396176,14.580737971255452
26,68.30561424585304,13.70264734321186
27,43.26899926789034,16.2838423773855
28,45.92594652267429,14.845263553733968
29,57.53675455669677,17.382916333281745
30,46.60972252197157,15.452953803797355
31,37.66029005770689,16.583949992080793
32,39.0569899887881,11.527227633435507
33,47.40301249816108,9.708476342438018
34,41.159978748418716,10.567908751032995
35,46.3289583411379,8.387226880677783
36,59.48628999854971,8.039776806776363
37,55.875671554169195,9.311249624794511
38,65.29302090059012,10.836693953060749
39,74.66109848698699,12.93341256464523
40,62.70897940745352,9.386120888886348
41,53.40367624734521,8.822852672083302
42,48.262389142441506,10.734181053844269
43,48.315752248601264,9.01158005019923
44,38.66255145878938,10.247979654738193
45,37.81558307337459,6.299984148055748
46,36.048036135725226,6.555880754746454
47,28.83055532480448,6.675495954775743
48,39.364640071692016,9.698709243910983
49,61.176515036783606,10.835820404599476
50,55.52541515816075,14.361454745188471
51,74.07863749760001,14.819052380516274
52,72.00404469214357,16.037104227425456
53,121.97411443508955,52.02100372745369
54,146.55889304513,24.62866209002561
55,102.93494800364445,14.492372612817393
56,74.01300676324895,15.430582403915245
57,72.00300300973481,15.292568626338365
58,61.906412265145555,28.58694408358935
59,66.07442156717663,25.910308854822247
60,65.58451469815438,17.39810707322436
61,62.83941029294815,18.220469290559816
62,66.59590114145799,16.38261405092066
63,54.96535279923386,25.240123791954296
64,63.517181820655736,27.142767503377428
65,63.16796176458525,16.182503391366435
66,60.78838096451558,33.33889920356049
67,79.8073612099793,36.31945383291905
68,78.22308531188851,21.355953035032478
69,69.38594359431848,46.28497940749974
70,64.23567151293862,87.96909794016771
71,96.34461824941089,100.60138120862565
72,76.0944137818608,70.306222753365
73,68.06677676571226,25.691090253140658
74,93.79626391581672,22.40533309342853
75,76.06247755485077,24.83502240474373
76,77.31699005884826,21.604722779581294
