Index,In,Out
0,115.88907450924107,26.113298128135042
1,122.40497993227412,24.583764162277475
2,114.6116866760023,21.072675348083575
3,107.47064878671311,21.00225451870546
4,116.74056121840005,20.849576746572957
5,124.554581276691,20.125671477617885
6,111.61292105436253,17.63182036573759
7,85.25408760880593,16.011966531121022
8,80.46461563507556,18.49246733426747
9,76.81473550227636,18.00102847532792
10,67.56640482838338,20.227292632385254
11,88.4361336237979,20.40962273011029
12,64.67260288743006,18.760441287763676
13,66.73138093272937,19.510315889386987
14,63.05308135275031,21.849836202247058
15,58.253112493625636,21.092141182416537
16,55.08671096263223,17.998701001773348
17,68.48567880121476,18.16691523965039
18,56.421987428265375,21.504448611458752
19,68.32873531120958,19.25888956768453
20,46.649576320157486,15.482830939239888
21,77.1820882319459,18.76975906427217
22,87.37957021829435,17.950647097052798
23,78.18883961674378,17.845977906002968
24,61.75720832746521,18.905254618028287
25,59.411213673415496,18.785202383156655
26,60.39773100446811,17.378943898979227
27,67.42276372122566,17.869072232680814
28,62.37782157853812,18.37868507525947
29,60.37342412026916,18.9305841524914
30,76.69907755110792,18.709735803822195
31,62.80228897435764,17.103473347602755
32,61.60498368083,26.52818214437143
33,47.89747989200079,23.581338070870515
34,33.30115505398338,15.362287445421881
35,40.24164121914142,14.478130052090272
36,55.931563726388454,15.537761561111964
37,42.02454313657082,13.712097258084544
38,70.71043888412635,16.136655280973727
39,104.30272105277591,21.655316123841924
40,81.88251526696989,19.42434199497591
41,59.38375325302583,18.527687613393493
42,54.72527787400896,20.630663122083497
43,52.78592827371113,18.824930692813055
44,78.11101026103452,24.60306190576622
45,87.04300028288924,31.749717944785942
46,82.00373718995219,27.903851508737976
47,88.55526902605536,25.100051175356672
48,81.6773694861085,23.492507186266717
49,76.1744488997732,24.07995213924741
50,75.111652454081,22.429814335413532
51,73.76505045263623,21.654708252855592
52,68.69360537944154,19.06289366038733
53,65.14019764666556,22.133134492600302
54,87.56007370221042,20.76257490800519
55,99.355725364077,21.879904380396294
56,122.19589876964517,49.63216186401444
57,129.1285587892092,36.449549254003294
58,99.91653544950384,25.06547943477238
59,78.6876268872431,23.767236334710073
60,102.67542326717941,26.359405265949164
61,102.10031223862279,23.735341432834147
62,112.0775366841919,25.263090035567295
63,119.11504150027037,23.499720938356628
64,123.26874140268404,23.205145210472605
65,110.20274451494556,24.60221529421293
66,91.07993326273633,27.132222458156985
67,95.13805674491378,22.536605628661725
68,86.90764360088592,25.632506462514797
69,102.2150088297869,23.963426258168052
70,118.06688500837814,25.067607339356442
71,83.77616318825751,21.95990060792075
72,90.24102421180994,22.053845890342025
73,90.1482154916283,25.4267023831533
74,82.74513015787993,24.09698866075855
75,97.63042472213628,25.034673187656974
76,105.74744161104756,22.985302213466756
77,115.93992562561016,22.896980104412425
78,115.55378234555113,22.01570659796731
79,112.64622140132639,21.50155260686208
80,92.89823835233376,21.45487072916982
81,88.88183264554006,21.766827323839685
82,71.72759142683785,20.1776455163865
83,74.75351935660046,24.139043813632487
84,75.69932245480835,25.579835018495377
85,60.03702023475635,17.827085643560444
86,51.46485545506088,17.022786449324627
87,59.89967530848489,18.976431081140976
88,70.83535235842427,26.520198727538798
89,83.9057960340444,54.67306665014968
90,81.28607898754636,52.20483006484934
91,76.63998967643474,46.23563007571614
92,78.92426343650338,19.31801369034353
93,80.41053176155742,20.4556019350015
94,73.72292332615379,16.772468010865204
95,62.60557298254811,16.595652700164212
96,50.2430868061308,16.235222730249117
97,48.39721303911902,15.980024225989672
98,45.85782784057312,13.800459850270654
99,44.7444891546694,15.418407826626689
100,40.62913802417218,13.466706205488412
101,38.261341202677166,12.433005258761439
102,42.77533515353063,14.354412617564428
103,67.89168758454016,14.13341211217783
104,76.9996070244301,15.825332898308575
105,83.6675707194723,10.81533379192135
106,68.37062161619724,26.569417908354612
107,47.16900442510873,35.159573846720896
108,42.216691131168446,10.345040533070792
109,28.60702389861565,8.658237260546333
110,27.813578330174707,7.345902921049542
111,28.51294847577122,8.299847280709008
112,39.98386316292472,7.548816095957235
113,83.68942488165504,8.986151403725437
114,83.89477096633689,6.769424813713308
115,91.01184815325408,8.186485981219654
116,39.94340716529579,6.3259380703706665
117,19.873869241397774,4.507744517065761
118,25.850560205909797,5.223083083765914
119,23.03538553307587,4.792107343113287
120,19.031823409881788,5.813865705095933
121,18.500787095514443,4.617964915459863
122,20.906406358129484,4.1043286143781925
123,20.306441052694552,4.324192008869935
124,21.071860131869855,42.29664646617718
125,16.458256706424844,4.382008337551521
126,20.16758698223999,50.95911900055407
127,12.92601865163111,52.59583750187956
128,24.690589727643356,69.01540774190143
129,24.088201582106247,83.34290564252547
130,16.234551695087145,33.752987833739844
131,13.01230510089591,7.789745199146013
132,18.132798857397535,7.009594702228891
133,17.898230701356027,29.405995370087066
134,26.79346931923116,46.512661803385456
135,26.352183125703384,9.01681587202654
136,15.993204036203958,5.550592730467949
137,13.881953292705884,6.171681617357481
138,15.360628928544854,5.25993878395791
139,16.931774150350535,5.200604479727989
140,12.324119361667611,4.976457994164793
141,12.447670868572382,4.565140133663172
142,6.808235968245845,4.593613353202115
143,6.610003013846555,4.755955186277607
144,14.665672643671853,5.062331740944091
145,12.64065108017442,5.086376607719672
146,12.437002773081973,4.83649936964788
147,10.91349450386848,4.824132857051334
148,12.298400318517713,5.096326043513066
149,13.023068355495715,4.922370643260207
150,10.786906366905898,4.629236941383401
151,11.991656578794128,4.770581932580121
152,7.718631888092114,4.39449900731626
153,8.77911192740875,4.46630248730368
154,8.991780098341064,4.556027569082016
155,9.778723000895164,4.468565102684194
156,8.327164548176505,4.075629994152562
157,4.734362520910443,2.485044081253693
158,5.584498915279898,1.9423661246944848
159,9.642499511798036,2.703187570419306
160,11.425333323058585,2.170732338141525
161,11.422141328536748,2.4725853624977163
162,17.397881205647987,2.66015873279654
163,16.207531408938948,2.643169802078596
164,15.982020055473964,2.592517650114068
165,9.76209144108398,2.4760746937149327
166,7.926689363091837,2.2173748943914187
167,10.408785327152582,2.3407739366715017
168,9.680571569846231,2.786568856168341
169,8.6825220728671,2.5859999536941833
170,5.953463047589451,2.250094658031856
171,5.425576727442528,2.4380100063990326
172,7.166216604705952,2.6026333172205236
173,8.991205151613903,2.3325975498205698
174,9.797632866897937,2.2990449644398616
175,18.59889081566674,2.959667427789404
176,31.898988116362574,4.410356564748877
177,9.550429480484318,2.602027695581977
178,8.55933849998722,2.3043460611589617
179,7.175748934460846,2.077691779401093
180,6.5380206032277615,1.9386658069223741
181,4.988689086743807,1.8639214049717698
182,8.752711482090085,1.9517452423053618
183,10.993924810366671,1.9729334139228507
184,15.78229204994691,2.294786595971608
185,13.545311275179685,2.380828613337954
186,8.360365149797126,2.1593245293562333
187,7.975196365360886,2.100620630916518
188,5.970885954718373,2.0983122439428916
189,4.342794048946479,2.0484995873472043
190,7.341085961846293,3.7480026300553932
191,45.4086818152785,13.503373295162229
192,45.51630936808373,5.524713272116986
193,25.19596423116069,4.049089378708997
194,10.900936388561636,2.1970198597299007
195,10.17061949433412,2.1825342358747175
196,14.466362893022227,2.3958098728214305
197,9.867894616279614,2.322396380060188
198,9.585971689360356,2.3721053895833495
199,6.121642384933594,1.9800062498596611
200,5.680184035052197,1.8865559780868466
201,16.85441298055034,3.537827745955723
202,8.609617833812488,2.559983099486786
203,12.432865020762748,2.323274506387698
204,8.231685175438734,2.5846219318794836
205,4.951550011483804,2.174550349156566
206,4.524061770215435,2.012264710663661
207,6.036054913707227,2.2757645107285485
208,7.010911083012684,2.144718052241094
209,6.104405345030166,2.0202982787852877
210,9.900795243336507,2.926199409900592
211,6.299753201135508,2.637021177413135
212,8.993622922824583,2.768197731168788
213,8.766594568619967,2.875245313956097
214,4.953734259138926,2.00136405641044
215,3.46064124391404,1.8588846686941036
216,13.121092761597055,2.4958211692643504
217,9.07108581030506,2.3971146141067172
218,15.820992203541358,2.630289951265262
219,19.573028351223908,30.649593940875167
220,12.01384552450811,4.447623170070707
221,14.326969092851149,2.859508196826942
222,27.988987167407384,3.6400114327973965
223,10.805531677418136,2.482327370900153
224,11.079311425621762,2.575173080579646
225,13.499125417903366,2.813307312873598
226,9.614921555185974,2.4864328987665743
227,16.318632105066527,2.6806780001209582
228,8.352078238983145,2.0589955754432703
229,9.714723175297125,4.167486821530589
230,11.420868394156697,4.460266747535402
231,16.754858750484964,4.374553515701261
232,11.53811108742775,4.6994098803291005
233,7.669613166865313,5.078409807505119
234,6.837060451786905,4.8449771884817965
235,6.016337498271037,4.957504421275321
