Index,In,Out
0,54.16965413623989,48.04548035099578
1,74.55723062892976,23.705396952853416
2,58.23165549248715,23.140371388939602
3,52.79193046660771,24.970420730519663
4,58.22354002623208,29.41204778950294
5,51.08032154685908,24.347452284791093
6,45.91454304840567,34.20018838087069
7,51.0959842079423,34.24634670446362
8,54.45094885688687,33.29413371454243
9,45.76380913849566,30.911260878531685
10,43.884093176938165,25.416010284264175
11,26.15627290922737,18.593793044062057
12,27.71328274788486,38.984293871485676
13,25.9503894315248,58.81613114578978
14,35.92403832045376,28.304296026421085
15,37.03132664342653,23.426303434773
16,24.67659949290024,44.243074918637625
17,35.291491541642294,43.14509675367759
18,39.97578353873787,27.32326004844774
19,27.933736444131494,23.456492851929436
20,26.36701304802772,21.47995164785213
21,29.77501421117008,25.710482795761948
22,33.34592849771111,28.70468330640729
23,25.3480917734068,22.27384000488442
24,31.821994880109823,50.41532876824324
25,36.85788802570774,59.54560301290066
26,28.998672941501166,45.02035954954917
27,26.773569279930584,24.58753958368233
28,42.38696557449756,20.820762198383544
29,31.076073918565136,21.15181092924284
30,26.467183758139704,20.693780968553444
31,34.60607533914494,22.40365186512816
32,25.184727894284293,20.179049062033496
33,33.77850450256686,42.71145925934777
34,38.074506832828,43.87249262897847
35,38.44374767750149,12.737297924505151
36,21.601954092270255,12.205584706713035
37,24.653694873155214,34.079176571366034
38,26.721504392047105,60.73291476621519
39,19.15845310538591,32.40432970290072
40,21.741605071239228,14.70512007705763
41,19.06219910853113,54.44414207844578
42,20.60037364858018,64.34360814278314
43,19.06324893500137,52.64102567750931
44,22.739226008946005,38.73267347320512
45,21.411624965150928,26.00725526138315
46,15.498679270968507,8.551677337212082
47,19.509918857625276,8.024209029467592
48,21.93080974744372,8.225259518020142
49,22.85531377635296,8.885800993086878
50,18.594021052212724,7.768575638083426
51,23.639211046790393,8.557527983825095
52,21.281060297253052,8.500127263244986
53,18.17200097628908,8.536980742950714
54,19.2168369772011,10.36579091397892
55,29.565177325975075,12.489243250987114
56,31.82502046675665,11.702642599210826
57,31.26493853973852,13.420916458008746
58,54.2545090415381,14.69110238842218
59,61.66898929008168,17.089831978770924
60,36.426176609324074,41.09293368793064
61,32.02792156119441,57.28555297919491
62,23.93960194536277,15.814464685414134
63,30.11494708303243,14.018654953961953
64,30.20029625067083,44.83192197467953
65,26.58614698039404,55.00613858769845
66,29.774747212203454,59.09240461548378
67,30.28659254699447,58.13890207029578
68,19.035758545592476,30.48553947159715
69,19.983748997662737,21.35700658569143
70,27.75961013674388,22.376375226234288
71,28.79125484624122,68.95301476475666
72,22.875305536755913,92.3523061750186
73,30.679278343087848,103.85578167982095
74,23.21041407377892,75.575237457443
75,23.94932192644428,75.92559794053078
76,30.821994585452703,74.3322169681117
77,29.22052160800221,67.96309077921686
78,33.06584468244417,84.10435426687671
79,47.93593421326856,85.97083270129406
80,31.918715619598682,70.37274612156358
81,37.23393959888159,66.93801172463628
82,41.215552604076535,68.06597373885748
83,38.93956083349363,72.03799335842672
84,31.80332695909683,54.87087530712214
85,31.00853930701955,61.28974975365343
86,22.807201179178108,68.2313289853353
87,23.067579357430375,68.29643805015348
88,28.675775806004488,60.41161681878674
89,26.226292316260995,78.08970694255585
90,37.21913216632019,89.91798070944725
91,29.095366227765094,69.2804701195371
92,31.27445134628354,54.00995226061202
93,42.96759140583573,52.50874540997874
94,39.53076178854794,38.78814385840132
95,37.539157578054,27.799669551672395
96,34.04475295416863,24.66517493407835
97,36.50563240960085,20.739036985390896
98,44.051647135579735,23.226064831712215
99,46.55878503124212,18.068630083379915
100,38.65240036672831,15.783633936534551
101,32.29783316354828,15.83645219247978
102,28.697275262088596,14.730328916276456
103,31.70826522209035,16.173127771675684
104,28.776323091104423,15.612824749498724
105,35.46285707560851,17.45148856017083
106,29.72207098334984,12.793294890700325
107,23.745692613727996,15.049732879858835
108,24.968033122765647,10.953742396382378
109,26.04273433779775,8.080277635702991
110,31.658118544210897,7.676714926808
111,25.255350615216727,7.512837544512704
112,19.033998267596836,7.269114279227336
113,8.051265623743118,6.053183363660842
114,4.995509540879188,5.850784702727236
115,6.02197408480819,5.91421766325953
116,8.151228380449565,5.939493418122499
117,8.239278647068808,7.690861526097208
118,5.045567928360968,6.315048282122938
119,4.813225979991445,6.548011585682903
120,4.702083622311849,7.854216344497392
121,6.0140269482944,5.01140947672676
122,8.071142371941745,5.068443711659208
123,7.540653400426044,4.291625681342358
124,4.445133499803969,4.719562287887877
125,3.526654502683611,4.480165611963195
126,3.5158488595180977,7.979655683991104
127,3.8827001435683313,4.858946741634422
128,5.214559286777882,4.313696242466882
129,4.634932403769361,4.752375334348476
130,4.0638696522757165,4.956840560034635
131,5.475021110759079,5.702367269381285
132,4.975711757683156,5.719907860080302
133,6.927216920469755,6.646231593341988
134,4.382318884191433,17.0667937007139
135,3.6203568745563053,12.394571614735245
136,4.57239843730132,9.38996991919919
137,4.725720004746737,6.869661140907724
138,4.399632136697375,9.094988807434843
139,4.759828823504365,6.237744430115844
140,8.750275274503988,6.467139415395764
141,7.436488252034825,6.884291791940649
142,5.158561399999805,5.512131485367614
143,4.213668298451894,5.255284965640252
